framenumber;odom_x;odom_y;odom_phi;cov_xx;cov_xy;cov_yy;cov_xphi;cov_yphi;cov_phiphi
766;-0.00648;-0.05954;0.20189;0.000009128872;-0.000000009653;0.000008897904;0.000005508709;-0.000000128716;0.000165812557
767;-0.01343;-0.14910;-0.14123;0.000017721345;-0.000000172677;0.000015791209;0.000020323650;-0.000001899944;0.000294015110
768;-0.01175;-0.10643;-0.20968;0.000013696533;-0.000000124961;0.000012791935;0.000012813793;-0.000001847420;0.000238081324
769;-0.00071;-0.12382;-0.12770;0.000013692741;-0.000000013923;0.000012460806;0.000014866303;-0.000000191504;0.000232230625
770;0.00960;-0.18755;-0.00575;0.000019088662;0.000000113710;0.000015658321;0.000027300436;0.000000649149;0.000291729798
771;0.00473;-0.16534;0.04088;0.000016440738;0.000000075646;0.000014053267;0.000021653535;0.000000701837;0.000261868073
772;-0.00276;-0.18417;-0.04003;0.000019075116;-0.000000041509;0.000015812967;0.000026837423;-0.000000319849;0.000294698004
773;-0.00117;-0.17378;-0.04990;0.000017677434;-0.000000030464;0.000014902211;0.000024147797;-0.000000313368;0.000277727998
774;-0.05728;-0.14564;0.08811;0.000040011512;-0.000003231487;0.000033177580;0.000065733824;-0.000024434250;0.000588416910
775;-0.03880;-0.17687;0.07776;0.000019291469;-0.000000575826;0.000016222076;0.000026851120;-0.000004593391;0.000300345659
776;-0.01600;-0.15961;0.08994;0.000016890317;-0.000000138223;0.000014699999;0.000020994126;-0.000000966488;0.000273751935
777;0.02124;-0.13996;0.16196;0.000016343295;0.000000325272;0.000014657869;0.000018814102;0.000003677884;0.000272034721
778;0.01716;-0.15022;0.14310;0.000017083994;0.000000258416;0.000014991246;0.000021134331;0.000002626594;0.000278806941
779;0.01705;-0.15181;0.14374;0.000017217980;0.000000293099;0.000015164407;0.000020881136;0.000003024478;0.000281844018
780;-0.00817;-0.14264;0.05276;0.000014266659;-0.000000123774;0.000012572573;0.000017426027;-0.000001316002;0.000234145503
781;-0.01108;-0.19066;-0.00948;0.000019009619;-0.000000162518;0.000015522495;0.000027550255;-0.000001242621;0.000289152408
782;-0.00717;-0.15964;0.00747;0.000014991690;-0.000000073621;0.000012957103;0.000019132887;-0.000000609057;0.000241430158
783;-0.00052;-0.16688;0.04660;0.000016714979;-0.000000004272;0.000014282879;0.000021978957;-0.000000023550;0.000266191983
784;0.00016;-0.16090;0.12923;0.000017795084;0.000000036179;0.000015469431;0.000022135253;0.000000517161;0.000288284178
785;0.02793;-0.12903;0.18139;0.000015733022;0.000000404968;0.000014394369;0.000017030645;0.000005026040;0.000266118965
786;0.04204;-0.14591;0.17847;0.000017783143;0.000000640445;0.000015933433;0.000021179425;0.000006778088;0.000293213066
787;0.04227;-0.14629;0.15981;0.000017429601;0.000000633191;0.000015587124;0.000020947809;0.000006622975;0.000286828410
788;0.04023;-0.14994;0.13750;0.000017281984;0.000000606947;0.000015356570;0.000021086746;0.000006226538;0.000282926341
789;0.03965;-0.15175;0.11455;0.000016952236;0.000000585837;0.000015010542;0.000020909434;0.000005939081;0.000276708681
790;0.03213;-0.15620;0.09492;0.000016893146;0.000000448941;0.000014746995;0.000021383893;0.000004250435;0.000273161411
791;0.00909;-0.16047;0.04351;0.000016068504;0.000000081295;0.000013812068;0.000021056045;0.000000553970;0.000257341773
792;-0.00523;-0.17698;0.00392;0.000017059424;-0.000000089683;0.000014284528;0.000023499967;-0.000000762459;0.000266168300
793;-0.00035;-0.15749;0.00332;0.000014616343;-0.000000000990;0.000012687015;0.000018543604;-0.000000001796;0.000236449873
794;-0.00217;-0.17055;0.00431;0.000016249414;-0.000000044113;0.000013751130;0.000021852007;-0.000000429352;0.000256266443
795;-0.00528;-0.18589;-0.00159;0.000018124033;-0.000000084623;0.000014932829;0.000025814180;-0.000000657031;0.000278263290
796;-0.00096;-0.18256;-0.00389;0.000017721515;-0.000000010590;0.000014693642;0.000024921523;-0.000000083690;0.000273846996
797;-0.00048;-0.17030;-0.00503;0.000016197026;-0.000000008309;0.000013730508;0.000021755799;-0.000000076783;0.000255897088
798;-0.00024;-0.14303;-0.00157;0.000012954819;-0.000000000972;0.000011495994;0.000015293489;-0.000000004508;0.000214252607
799;0.00640;-0.15062;-0.00625;0.000013917698;0.000000093482;0.000012212660;0.000017070542;0.000000977962;0.000227511644
800;0.00476;-0.13585;0.00301;0.000012294396;0.000000036739;0.000011038535;0.000013916842;0.000000373859;0.000205706328
801;0.00704;-0.15836;0.12978;0.000017407867;0.000000138530;0.000015317342;0.000020789170;0.000001608955;0.000285280261
802;0.01728;-0.12185;0.14735;0.000013995880;0.000000188127;0.000012828599;0.000014704476;0.000002380626;0.000238534819
803;0.00912;-0.16111;0.09292;0.000017085064;0.000000119775;0.000014781288;0.000021774195;0.000001190700;0.000275362657
804;0.01835;-0.17461;0.06852;0.000018404313;0.000000385105;0.000015490732;0.000025328692;0.000003469155;0.000287750916
805;0.01315;-0.14218;0.20598;0.000017315864;0.000000202539;0.000015581949;0.000019236268;0.000002388265;0.000289955216
806;0.01381;-0.09043;0.21331;0.000012213946;0.000000117776;0.000011647721;0.000009799243;0.000002090069;0.000216629275
807;0.01750;-0.13984;0.17280;0.000016666104;0.000000265922;0.000014773012;0.000020172562;0.000002850026;0.000274640681
808;0.00626;-0.18817;0.11684;0.000021027219;0.000000183817;0.000017422342;0.000029413518;0.000001705151;0.000324512086
809;0.00510;-0.14014;0.18135;0.000016581332;0.000000077774;0.000014854542;0.000018885185;0.000000928595;0.000276779044
810;0.00263;-0.13543;0.16355;0.000015797001;0.000000078686;0.000014135672;0.000018329816;0.000001021266;0.000263364681
811;-0.00177;-0.15601;0.02322;0.000014922473;-0.000000036092;0.000012958555;0.000018840827;-0.000000375493;0.000241495856
812;-0.00050;-0.18171;-0.01179;0.000017792710;-0.000000011647;0.000014796962;0.000024791730;-0.000000112007;0.000275772352
813;-0.00261;-0.16261;-0.10031;0.000017408541;-0.000000058791;0.000015026530;0.000022261042;-0.000000663203;0.000280019782
814;-0.01365;-0.15590;-0.02676;0.000015123429;-0.000000205437;0.000013105615;0.000019290696;-0.000001935172;0.000243863937
815;-0.00802;-0.14024;-0.11271;0.000015138123;-0.000000126139;0.000013515950;0.000017516691;-0.000001474315;0.000251708127
816;-0.01182;-0.13135;-0.14875;0.000015019642;-0.000000169433;0.000013563529;0.000016830384;-0.000002080737;0.000252411300
817;-0.00569;-0.16455;0.06791;0.000017082397;-0.000000062350;0.000014577823;0.000022714337;-0.000000621219;0.000271655107
818;-0.02674;-0.14249;0.09251;0.000015042114;-0.000000290401;0.000013544957;0.000016850132;-0.000002999805;0.000251415564
819;-0.02138;-0.08684;0.24831;0.000012697141;-0.000000121442;0.000012175575;0.000009669384;-0.000001987144;0.000226404825
820;-0.01000;-0.09161;0.16731;0.000011384896;-0.000000040864;0.000010767688;0.000009737196;-0.000000580485;0.000200621322
821;-0.01925;-0.08290;0.19942;0.000011257633;-0.000000096016;0.000010834794;0.000008178047;-0.000001668339;0.000201536385
822;-0.01813;-0.05371;0.21860;0.000009079438;-0.000000050661;0.000008943033;0.000004404336;-0.000001394060;0.000166357745
823;-0.02237;-0.04428;0.22277;0.000008535237;-0.000000049966;0.000008462606;0.000003417352;-0.000001700296;0.000157243470
824;-0.01600;-0.04091;0.25069;0.000008633761;-0.000000031568;0.000008559804;0.000003209194;-0.000001132556;0.000159311602
825;-0.01146;-0.04276;0.24183;0.000008505117;-0.000000026965;0.000008429107;0.000003053135;-0.000001070266;0.000156928128
826;-0.01303;-0.02624;0.26335;0.000007680763;-0.000000013790;0.000007652189;0.000001913228;-0.000000732921;0.000142509567
827;-0.01120;-0.03755;0.22333;0.000007708258;-0.000000018504;0.000007635938;0.000002936228;-0.000000659369;0.000142227653
828;-0.01380;-0.06014;0.25348;0.000010224889;-0.000000047241;0.000010030819;0.000005195183;-0.000001152776;0.000186741399
829;-0.00207;-0.03035;0.28228;0.000008152494;-0.000000004156;0.000008109557;0.000002191346;-0.000000243332;0.000151130143
830;-0.00414;-0.02112;0.22392;0.000006235999;-0.000000002356;0.000006218366;0.000001259867;-0.000000146264;0.000115886310
831;-0.00510;-0.03492;0.26319;0.000008158189;-0.000000009742;0.000008092855;0.000002796180;-0.000000408521;0.000150801228
832;-0.00796;-0.04342;0.23250;0.000008288145;-0.000000015726;0.000008195710;0.000003326269;-0.000000508689;0.000152695016
833;-0.00515;-0.08707;0.22929;0.000012222464;-0.000000004907;0.000011622977;0.000009966677;0.000000091446;0.000216596236
834;-0.00544;-0.09904;0.14408;0.000011512973;-0.000000024162;0.000010827075;0.000010369535;-0.000000326072;0.000201768260
835;-0.01285;-0.14951;-0.08302;0.000015592009;-0.000000198800;0.000013729437;0.000019093616;-0.000002230510;0.000255465195
836;-0.02560;-0.14980;-0.16091;0.000017593059;-0.000000291514;0.000015788068;0.000019467749;-0.000003135161;0.000293382095
837;-0.01337;-0.10928;-0.16994;0.000013598545;-0.000000132298;0.000012529267;0.000014128822;-0.000001677234;0.000233207695
838;0.00841;-0.17437;0.05527;0.000018659570;0.000000086559;0.000015579601;0.000026020782;0.000000578924;0.000290301417
839;-0.00835;-0.18623;-0.00466;0.000018269244;-0.000000126317;0.000015032927;0.000026129417;-0.000000974182;0.000280078059
840;-0.00785;-0.18190;0.02737;0.000018163035;-0.000000137486;0.000015175095;0.000025485971;-0.000001163887;0.000282702612
841;-0.01925;-0.17168;0.05636;0.000017746053;-0.000000312139;0.000014984849;0.000023746916;-0.000002702454;0.000278622974
842;-0.02183;-0.14808;0.14431;0.000016884694;-0.000000251985;0.000014912241;0.000020451935;-0.000002385219;0.000277322810
843;-0.01674;-0.15379;0.16351;0.000018015067;-0.000000217939;0.000015679199;0.000022680043;-0.000001932891;0.000291827576
844;-0.01419;-0.15434;0.10394;0.000016587068;-0.000000204600;0.000014506077;0.000020482970;-0.000002066128;0.000269976497
845;-0.01625;-0.15291;0.12538;0.000016963402;-0.000000185315;0.000014839237;0.000021022390;-0.000001695161;0.000276256020
846;-0.01787;-0.14616;0.09661;0.000015660985;-0.000000207727;0.000013749403;0.000019413869;-0.000001932678;0.000255822397
847;-0.00586;-0.18228;-0.04386;0.000018645587;-0.000000064458;0.000015561721;0.000025787975;-0.000000433749;0.000289997491
848;-0.00655;-0.17082;-0.09773;0.000018519366;-0.000000154418;0.000015649272;0.000025060802;-0.000001455815;0.000291495787
849;-0.00517;-0.16201;-0.06025;0.000016457053;-0.000000088846;0.000014178246;0.000021160785;-0.000000860221;0.000264176759
850;-0.00400;-0.15618;-0.15782;0.000018071855;-0.000000140936;0.000015709469;0.000022772203;-0.000001645253;0.000292581064
851;-0.01408;-0.17244;-0.08319;0.000018595886;-0.000000320289;0.000015563909;0.000026038171;-0.000002896271;0.000289426101
852;-0.01942;-0.18054;-0.04065;0.000018409237;-0.000000361717;0.000015434259;0.000025397016;-0.000003176768;0.000286833602
853;-0.03613;-0.18845;-0.00901;0.000019694178;-0.000000752123;0.000016281094;0.000028338120;-0.000005964143;0.000300468527
854;-0.00723;-0.15374;0.04454;0.000015180681;-0.000000067266;0.000013212643;0.000019190929;-0.000000583556;0.000246200952
855;-0.00377;-0.15587;-0.00159;0.000014436415;-0.000000039416;0.000012552060;0.000018188419;-0.000000357159;0.000233919083
856;-0.00110;-0.17270;-0.00910;0.000016818594;-0.000000023376;0.000014230828;0.000022600171;-0.000000247919;0.000265217439
857;-0.01452;-0.15370;-0.02792;0.000014765695;-0.000000177205;0.000012937659;0.000018146802;-0.000001779754;0.000240802962
858;-0.00711;-0.13230;-0.11985;0.000014427567;-0.000000095003;0.000013017727;0.000016178322;-0.000001234436;0.000242485113
859;-0.02265;-0.19531;-0.00357;0.000020056890;-0.000000461648;0.000016308439;0.000029348242;-0.000003738930;0.000302892772
860;-0.00699;-0.15344;0.04678;0.000015356795;-0.000000023859;0.000013293335;0.000019637093;-0.000000047732;0.000247710324
861;-0.01078;-0.17515;0.17053;0.000020338632;-0.000000178573;0.000017477240;0.000025783635;-0.000001642826;0.000325517506
862;-0.01189;-0.11302;0.26490;0.000015578554;-0.000000082707;0.000014428453;0.000015375352;-0.000000896175;0.000268778880
863;-0.01622;-0.09801;0.28905;0.000014536064;-0.000000114827;0.000013765167;0.000012320820;-0.000001631452;0.000256224235
864;-0.00827;-0.09432;0.19364;0.000012137858;-0.000000036270;0.000011476056;0.000010353057;-0.000000434576;0.000213833501
865;-0.02522;-0.08447;0.25766;0.000012697032;-0.000000159495;0.000012291891;0.000008724162;-0.000003112149;0.000228049843
866;-0.01897;-0.05630;0.25294;0.000010073341;-0.000000056011;0.000009883811;0.000005276872;-0.000001281408;0.000183899527
867;-0.02120;-0.04533;0.26861;0.000009501718;-0.000000053763;0.000009408212;0.000003987163;-0.000001766182;0.000174884458
868;-0.02889;-0.05966;0.24054;0.000010356950;-0.000000109327;0.000010170277;0.000005803994;-0.000002659172;0.000188605126
869;-0.02719;-0.05479;0.23495;0.000009789289;-0.000000081118;0.000009645641;0.000004890636;-0.000002148549;0.000179084141
870;-0.02578;-0.04710;0.29330;0.000010304772;-0.000000073993;0.000010203820;0.000004474616;-0.000002347153;0.000189441280
871;-0.02876;-0.05849;0.28443;0.000011224285;-0.000000105418;0.000011009107;0.000006381029;-0.000002474182;0.000204364358
872;-0.02558;-0.06956;0.24503;0.000011182111;-0.000000107852;0.000010886283;0.000007082165;-0.000002221634;0.000202229297
873;-0.02180;-0.07410;0.25386;0.000011663191;-0.000000101773;0.000011297868;0.000007875258;-0.000001985919;0.000210064974
874;-0.02183;-0.06678;0.31090;0.000012184988;-0.000000087387;0.000011894277;0.000007291860;-0.000001888715;0.000221217820
875;-0.01444;-0.07870;0.25499;0.000012050456;-0.000000069449;0.000011551414;0.000009173928;-0.000001123315;0.000215091891
876;-0.03800;-0.14223;0.15652;0.000016919094;-0.000000474233;0.000015050436;0.000020632032;-0.000004700152;0.000278359503
877;-0.03327;-0.16969;-0.06101;0.000017975501;-0.000000466193;0.000015408409;0.000023705160;-0.000004132405;0.000285633062
878;-0.02682;-0.15270;-0.10235;0.000016500890;-0.000000384431;0.000014527164;0.000020222924;-0.000003865803;0.000269395508
879;-0.03183;-0.16390;-0.11770;0.000018349073;-0.000000520700;0.000015824641;0.000024030258;-0.000004701346;0.000293000368
880;0.00533;-0.15426;-0.06569;0.000015730083;0.000000106563;0.000013690478;0.000019875214;0.000001121105;0.000255047224
881;0.00969;-0.15965;-0.01537;0.000016718027;-0.000000060510;0.000014505642;0.000020999886;-0.000001514076;0.000270006880
882;-0.06787;-0.06675;-0.24811;0.000012920694;-0.000000326300;0.000012992673;0.000007010451;-0.000008000394;0.000235329572
883;-0.02308;-0.10100;-0.16616;0.000012745207;-0.000000110754;0.000011883017;0.000012462974;-0.000001175233;0.000221099592
884;0.04876;-0.15046;0.00022;0.000015058959;0.000000533427;0.000013304978;0.000018776573;0.000005017996;0.000245142537
885;-0.00484;-0.17309;0.10673;0.000018950362;-0.000000079083;0.000016082829;0.000025359137;-0.000000555962;0.000299690408
886;-0.00959;-0.14997;0.12695;0.000016558828;-0.000000119537;0.000014568697;0.000020161398;-0.000001195169;0.000271385526
887;-0.02564;-0.14296;0.03334;0.000013897689;-0.000000278400;0.000012338535;0.000016551541;-0.000002836146;0.000229055684
888;-0.02076;-0.15278;0.07742;0.000015813221;-0.000000218205;0.000013923454;0.000019254607;-0.000002092282;0.000259025423
889;-0.01186;-0.15662;0.15303;0.000017959384;-0.000000138572;0.000015643196;0.000022284758;-0.000001206902;0.000291382638
890;-0.01585;-0.12017;0.20200;0.000014992585;-0.000000139970;0.000013762118;0.000015512860;-0.000001652407;0.000256188667
891;-0.02058;-0.14956;0.23362;0.000019101286;-0.000000243643;0.000016809315;0.000023380595;-0.000002205956;0.000312776487
892;-0.01676;-0.10632;0.17335;0.000012953127;-0.000000118639;0.000012103797;0.000012023938;-0.000001563463;0.000225271684
893;-0.02093;-0.15133;0.22211;0.000019093958;-0.000000260589;0.000016720769;0.000023915693;-0.000002364668;0.000311081103
894;-0.02374;-0.16352;0.06073;0.000016938778;-0.000000323425;0.000014485856;0.000022437972;-0.000002818853;0.000269185417
895;-0.02421;-0.16544;0.04235;0.000016648521;-0.000000341684;0.000014272085;0.000021907072;-0.000003048556;0.000265092828
896;-0.02220;-0.16014;0.01767;0.000015474728;-0.000000284444;0.000013350110;0.000020116040;-0.000002615678;0.000248109942
897;-0.02789;-0.19584;-0.00174;0.000019644819;-0.000000537699;0.000015950373;0.000028919521;-0.000004124914;0.000295840728
898;-0.02035;-0.15520;-0.00178;0.000014443015;-0.000000245266;0.000012598465;0.000018135870;-0.000002368954;0.000234202140
899;-0.01585;-0.15830;0.00212;0.000014824103;-0.000000176771;0.000012858742;0.000018855504;-0.000001547832;0.000239349016
900;0.00377;-0.16090;0.03415;0.000015735478;0.000000065663;0.000013562536;0.000020245805;0.000000665751;0.000252728487
901;0.00764;-0.16468;0.04221;0.000016385719;0.000000125531;0.000014041893;0.000021455658;0.000001202242;0.000261574367
902;0.00783;-0.16553;0.04321;0.000016524532;0.000000121128;0.000014127868;0.000021766385;0.000001123413;0.000263189131
903;0.00259;-0.16230;0.02493;0.000015694797;0.000000037918;0.000013484667;0.000020414268;0.000000365922;0.000251303590
904;0.00158;-0.16143;0.02173;0.000015474052;0.000000025255;0.000013350398;0.000020074328;0.000000239005;0.000248807875
905;-0.01323;-0.15567;0.00263;0.000014529524;-0.000000185280;0.000012615685;0.000018269760;-0.000001808156;0.000234784712
906;-0.01274;-0.15634;0.00285;0.000014566076;-0.000000139160;0.000012665677;0.000018359566;-0.000001276143;0.000235861112
907;-0.00739;-0.15847;0.01067;0.000014920040;-0.000000098944;0.000012909888;0.000019069658;-0.000000954632;0.000240512823
908;-0.01122;-0.15792;0.00324;0.000014730853;-0.000000146274;0.000012769963;0.000018770125;-0.000001401780;0.000237793334
909;-0.01280;-0.15644;0.00218;0.000014554162;-0.000000170224;0.000012649447;0.000018388111;-0.000001663623;0.000235467312
910;-0.01380;-0.15223;-0.00599;0.000014115547;-0.000000154048;0.000012367648;0.000017426892;-0.000001490371;0.000230246023
911;-0.01396;-0.18406;-0.02887;0.000018528310;-0.000000242302;0.000015363023;0.000026026663;-0.000001965120;0.000285979274
912;-0.01527;-0.17025;-0.09529;0.000018330367;-0.000000281641;0.000015615377;0.000024390546;-0.000002599662;0.000290483203
913;-0.01462;-0.16988;-0.10163;0.000018481996;-0.000000270493;0.000015703165;0.000024799020;-0.000002470959;0.000292173272
914;-0.01179;-0.17069;-0.08899;0.000018273458;-0.000000222538;0.000015489235;0.000024612607;-0.000002037481;0.000288342503
915;-0.01141;-0.17219;-0.08752;0.000018384488;-0.000000221766;0.000015579492;0.000024850864;-0.000002057778;0.000290028109
916;-0.00964;-0.17362;-0.07705;0.000018382336;-0.000000185311;0.000015466101;0.000025074016;-0.000001650708;0.000288023091
917;-0.00558;-0.17837;-0.04881;0.000018280638;-0.000000116454;0.000015259336;0.000025393796;-0.000001037459;0.000284305446
918;-0.00494;-0.18072;-0.04525;0.000018468897;-0.000000097739;0.000015371763;0.000025897566;-0.000000860767;0.000286427743
919;-0.00304;-0.18360;-0.02160;0.000018350805;-0.000000060918;0.000015138866;0.000026053009;-0.000000509660;0.000282123664
920;0.00382;-0.15902;0.01551;0.000015063305;0.000000064523;0.000013040037;0.000019153495;0.000000655469;0.000242989518
921;0.00793;-0.16218;0.02571;0.000015697856;0.000000114454;0.000013510485;0.000020352678;0.000001082592;0.000251685477
922;0.00785;-0.16068;0.02567;0.000015526530;0.000000111767;0.000013389572;0.000019985064;0.000001062598;0.000249434651
923;0.00884;-0.16407;0.02880;0.000016003890;0.000000127727;0.000013728036;0.000020931266;0.000001168228;0.000255718393
924;0.00723;-0.19090;0.03508;0.000019595157;0.000000145740;0.000015990658;0.000028380473;0.000001170538;0.000297910496
925;0.00352;-0.16369;0.02977;0.000015967025;0.000000053839;0.000013695490;0.000020843528;0.000000516708;0.000255220921
926;0.00315;-0.16501;0.02988;0.000016125453;0.000000052020;0.000013802370;0.000021179199;0.000000491871;0.000257215036
927;0.00197;-0.16262;0.02479;0.000015718640;0.000000033626;0.000013507495;0.000020404347;0.000000329869;0.000251731535
928;0.00280;-0.16463;0.03183;0.000016125228;0.000000049750;0.000013810920;0.000021116557;0.000000479200;0.000257375938
929;0.00340;-0.16609;0.03774;0.000016436078;0.000000058878;0.000014046446;0.000021660104;0.000000559942;0.000261758438
930;0.00330;-0.16655;0.03864;0.000016519418;0.000000059926;0.000014102009;0.000021858871;0.000000574211;0.000262793129
931;0.00346;-0.16680;0.04061;0.000016595279;0.000000063188;0.000014161705;0.000021975141;0.000000607412;0.000263902657
932;0.00292;-0.16478;0.03640;0.000016262968;0.000000051677;0.000013913882;0.000021324712;0.000000496797;0.000259293509
933;0.00260;-0.16338;0.03353;0.000016014463;0.000000047095;0.000013744658;0.000020860060;0.000000460264;0.000256142691
934;0.00237;-0.16362;0.03389;0.000016052897;0.000000039150;0.000013769592;0.000021009570;0.000000359674;0.000256613422
935;-0.01818;-0.19609;-0.00012;0.000019624203;-0.000000344360;0.000015871716;0.000028912780;-0.000002517677;0.000295214708
936;-0.00469;-0.14963;0.05321;0.000014787115;-0.000000060898;0.000013047812;0.000017814118;-0.000000600818;0.000243133471
937;0.00144;-0.15231;0.01730;0.000014358324;0.000000031360;0.000012546951;0.000017847437;0.000000329190;0.000233829236
938;-0.00119;-0.13951;0.06230;0.000014333127;-0.000000019900;0.000012929815;0.000015812696;-0.000000239938;0.000240668881
939;0.00035;-0.13015;0.19418;0.000015774535;0.000000029240;0.000014304660;0.000017034119;0.000000382153;0.000266584863
940;-0.00154;-0.10376;0.19345;0.000013050003;0.000000025879;0.000012216925;0.000011951405;0.000000526784;0.000227655860
941;0.00154;-0.10141;0.20016;0.000012895036;0.000000031264;0.000012131673;0.000011460105;0.000000554601;0.000226071956
942;0.01215;-0.15910;0.15742;0.000018558520;0.000000273418;0.000015969373;0.000024244490;0.000002687739;0.000297076155
943;0.00567;-0.16635;0.08245;0.000017502361;0.000000114940;0.000014976073;0.000023159352;0.000001182987;0.000279010957
944;0.02204;-0.19156;0.13827;0.000022391016;0.000000534639;0.000018270329;0.000032519240;0.000004219732;0.000339222342
945;0.00129;-0.16784;0.07482;0.000017563791;0.000000013838;0.000014925130;0.000023582357;0.000000084678;0.000278159945
946;-0.00663;-0.17116;0.06413;0.000017694984;-0.000000068177;0.000014995114;0.000023743185;-0.000000474097;0.000279427100
947;0.00221;-0.16767;0.07751;0.000017567739;0.000000075451;0.000014978527;0.000023140640;0.000000829703;0.000279104455
948;0.01970;-0.16056;0.12627;0.000017916392;0.000000338684;0.000015521153;0.000022930903;0.000003241487;0.000288392565
949;0.01225;-0.16573;0.13954;0.000018824979;0.000000243960;0.000016116009;0.000024811273;0.000002351684;0.000299942647
950;0.00454;-0.16414;0.09056;0.000017545987;0.000000074189;0.000014950946;0.000023578791;0.000000638855;0.000278602964
951;-0.01583;-0.15998;0.01141;0.000015182699;-0.000000220722;0.000013115905;0.000019524086;-0.000002126613;0.000244006979
952;-0.01238;-0.16379;-0.05444;0.000016511379;-0.000000106547;0.000014277310;0.000020729160;-0.000000682424;0.000265956688
953;0.00640;-0.15603;-0.16915;0.000018323525;0.000000042508;0.000015895198;0.000023262631;0.000000235981;0.000296213550
954;0.01587;-0.13432;-0.08666;0.000013997842;0.000000175240;0.000012576025;0.000015993123;0.000001960181;0.000233984233
955;0.01097;-0.15746;0.04170;0.000015850640;0.000000105858;0.000013781056;0.000019925931;0.000001007089;0.000256738855
956;0.00482;-0.16347;0.04671;0.000016363998;0.000000075880;0.000014019974;0.000021532452;0.000000717057;0.000261246427
957;-0.00798;-0.16334;0.02264;0.000015788167;-0.000000125075;0.000013543992;0.000020569729;-0.000001170724;0.000252291117
958;-0.01067;-0.16208;0.02404;0.000015669672;-0.000000133899;0.000013484386;0.000020312796;-0.000001211528;0.000251157789
959;-0.00987;-0.16462;0.02157;0.000015911993;-0.000000133362;0.000013632639;0.000020878640;-0.000001219894;0.000253928606
960;-0.02336;-0.15992;0.00106;0.000015053859;-0.000000313488;0.000013047388;0.000019341707;-0.000002977365;0.000242274357
961;-0.02573;-0.18834;0.00091;0.000018634737;-0.000000429988;0.000015342058;0.000026804683;-0.000003350637;0.000284900417
962;-0.01946;-0.15834;-0.00055;0.000014832456;-0.000000256483;0.000012866817;0.000018890427;-0.000002443246;0.000239186711
963;-0.01727;-0.15761;-0.00145;0.000014694833;-0.000000211980;0.000012753869;0.000018662605;-0.000002006634;0.000237269305
964;-0.01994;-0.15777;-0.00097;0.000014731828;-0.000000260485;0.000012798407;0.000018702953;-0.000002505122;0.000237882460
965;-0.02269;-0.15867;0.00147;0.000014903154;-0.000000288687;0.000012926107;0.000019011056;-0.000002725584;0.000240136296
966;-0.02488;-0.18395;-0.00155;0.000018024097;-0.000000417074;0.000014957804;0.000025495835;-0.000003385025;0.000277732323
967;-0.01079;-0.19654;-0.00195;0.000019608361;-0.000000150712;0.000015825066;0.000028946946;-0.000001084308;0.000294817066
968;-0.00905;-0.19380;-0.00240;0.000019215191;-0.000000170574;0.000015593090;0.000028097192;-0.000001315898;0.000290461374
969;-0.01029;-0.15496;-0.00159;0.000014322749;-0.000000132463;0.000012480959;0.000017957525;-0.000001312047;0.000232432480
970;-0.01199;-0.15654;-0.00238;0.000014511724;-0.000000145818;0.000012626991;0.000018362296;-0.000001433000;0.000235122100
971;-0.01743;-0.19512;-0.00227;0.000019453042;-0.000000322130;0.000015759233;0.000028566029;-0.000002419534;0.000293186938
972;-0.01176;-0.18168;-0.00188;0.000017619109;-0.000000191134;0.000014632663;0.000024706610;-0.000001564616;0.000272484015
973;-0.01425;-0.17305;-0.00672;0.000016680919;-0.000000218118;0.000014097499;0.000022622521;-0.000001899853;0.000262396517
974;-0.01489;-0.18843;-0.01749;0.000018864331;-0.000000263488;0.000015491708;0.000027027963;-0.000002085279;0.000288339858
975;-0.01135;-0.15957;-0.02196;0.000015331395;-0.000000151148;0.000013249647;0.000019676681;-0.000001420962;0.000246732259
976;-0.00318;-0.18928;-0.01007;0.000018773313;-0.000000043702;0.000015349976;0.000027131963;-0.000000330802;0.000286069391
977;-0.00043;-0.18506;-0.00699;0.000018108118;-0.000000010044;0.000014950756;0.000025648436;-0.000000091077;0.000278638937
978;-0.00149;-0.14648;-0.01249;0.000013559843;-0.000000018746;0.000011969409;0.000016298145;-0.000000191711;0.000223071616
979;-0.00410;-0.17713;-0.02079;0.000017400107;-0.000000087084;0.000014595314;0.000023877079;-0.000000808744;0.000271962487
980;-0.00118;-0.16916;-0.10874;0.000018448578;-0.000000031678;0.000015714714;0.000024511728;-0.000000401168;0.000292865125
981;0.00017;-0.17197;-0.10328;0.000018733466;-0.000000032974;0.000015829213;0.000025362617;-0.000000388253;0.000295000060
982;-0.00256;-0.17821;-0.07485;0.000018951899;-0.000000100939;0.000015771006;0.000026571550;-0.000000960117;0.000293857793
983;-0.00394;-0.18583;-0.04059;0.000018895645;-0.000000078824;0.000015684368;0.000026971832;-0.000000717683;0.000292275731
984;-0.00346;-0.16974;-0.04246;0.000017107562;-0.000000065911;0.000014433759;0.000022704035;-0.000000622262;0.000268971844
985;-0.00585;-0.17994;-0.07195;0.000019021590;-0.000000133082;0.000015850529;0.000026569070;-0.000001193265;0.000295301867
986;-0.00360;-0.14773;-0.02232;0.000013944169;-0.000000050127;0.000012270396;0.000016949498;-0.000000531948;0.000228656900
987;-0.00380;-0.18996;-0.02043;0.000019076128;-0.000000064731;0.000015609759;0.000027497844;-0.000000506378;0.000290898906
988;0.00975;-0.15717;-0.00218;0.000014675533;0.000000143633;0.000012733279;0.000018639078;0.000001389039;0.000237113874
