framenumber;pos_x;pos_y;cov_xx;cov_xy;cov_yy;landmark_id
357;0.579443;-1.55542;0.00165939;-6.75042e-05;0.00193608;45
357;-0.359968;-1.09753;0.00163423;2.62367e-05;0.00176224;52
358;0.483661;-3.15528;0.00174838;-0.00027617;0.00391306;40
358;-0.448969;-2.16599;0.00168408;0.000113816;0.0023481;47
358;0.581392;-2.04791;0.00168488;-0.000117257;0.00225278;43
358;0.575472;-1.38357;0.00165168;-5.44654e-05;0.00186064;45
358;-0.358178;-0.920778;0.00162912;2.04356e-05;0.00171897;52
359;0.497774;-3.0248;0.00174044;-0.000254205;0.00361611;40
359;-0.442464;-2.01758;0.0016755;9.58891e-05;0.00222007;47
359;0.590837;-1.8922;0.00167706;-0.000101072;0.00213428;43
359;0.573606;-1.20086;0.00164437;-4.30693e-05;0.0017956;45
360;0.521062;-3.61248;0.00179561;-0.000434352;0.00527536;39
360;0.478915;-2.87256;0.00172617;-0.000212231;0.00330607;40
360;-0.47292;-1.84778;0.00166934;8.52634e-05;0.00209792;47
360;0.565679;-1.70766;0.0016655;-7.82703e-05;0.00201586;43
360;0.564161;-1.02457;0.00163763;-3.33497e-05;0.00174533;45
361;-0.796069;-3.76668;0.00192227;0.000829469;0.0059235;38
361;0.559666;-3.4506;0.00178921;-0.000413291;0.00474402;39
361;0.508999;-2.6796;0.00171663;-0.000189652;0.0029796;40
361;-1.04002;-2.51379;0.00182322;0.000391443;0.0028148;37
361;-0.465871;-1.66826;0.00166034;6.8591e-05;0.00198968;47
361;0.578826;-1.52952;0.00165818;-6.53915e-05;0.00192373;43
362;-0.796636;-3.63188;0.0019023;0.000751656;0.00541267;38
362;0.563882;-3.29904;0.001776;-0.000368451;0.00430022;39
362;0.520764;-2.52887;0.0017079;-0.000168342;0.00276215;40
362;-1.04027;-2.37004;0.00180398;0.000341928;0.00262609;37
362;-0.46212;-1.49591;0.00165269;5.55882e-05;0.00190451;47
362;0.583196;-1.33776;0.00165026;-5.22654e-05;0.00184311;43
363;-0.797085;-3.54649;0.00189004;0.00070519;0.005115;38
363;0.5728;-3.19271;0.00176822;-0.000342896;0.00402199;39
363;0.528984;-2.41236;0.0017013;-0.000152817;0.00261472;40
363;-1.05355;-2.23654;0.00179026;0.000304722;0.00247458;37
363;-0.46555;-1.35351;0.00164722;4.70862e-05;0.00184594;47
363;0.590113;-1.19989;0.00164519;-4.44569e-05;0.0017955;43
364;-0.781507;-3.38541;0.00186199;0.00061015;0.00460056;38
364;-1.81537;-3.39331;0.00247088;0.00152398;0.00494211;36
364;0.616858;-3.02824;0.00176242;-0.000322834;0.00364493;39
364;0.553468;-2.22045;0.00169215;-0.000132605;0.00240732;40
364;-1.03909;-2.05593;0.00176539;0.00025009;0.00229601;37
364;-0.446343;-1.17674;0.00163992;3.6024e-05;0.00178558;47
364;0.59638;-1.0139;0.00163868;-3.50461e-05;0.00174292;43
365;0.59548;-3.53282;0.00180602;-0.000471365;0.00501654;41
365;-0.759282;-3.23624;0.0018354;0.000525652;0.00417831;38
365;-1.80739;-3.23629;0.00239949;0.00134979;0.0044728;36
365;0.636243;-2.87585;0.00175268;-0.000291868;0.00333813;39
365;0.564538;-2.04831;0.00168321;-0.000113396;0.00225202;40
365;-1.03301;-1.91052;0.00174825;0.000213368;0.00217533;37
365;-0.444848;-1.00432;0.00163422;2.84495e-05;0.00173842;47
366;0.606551;-3.37544;0.00179299;-0.000424399;0.00452618;41
366;-1.80086;-3.05493;0.00232391;0.00116965;0.0039984;36
366;-0.755778;-3.03168;0.00180959;0.000440946;0.00368438;38
366;0.642767;-2.70759;0.00173949;-0.000253108;0.00304346;39
366;0.584619;-1.85987;0.00167476;-9.63704e-05;0.00211164;40
366;-1.02544;-1.7152;0.00172734;0.000170971;0.00204042;37
367;0.606607;-3.15961;0.00177231;-0.000354935;0.00394651;41
367;-1.77941;-2.85661;0.00223743;0.00098428;0.00354991;36
367;-0.745821;-2.84694;0.00178621;0.000370224;0.00330698;38
367;0.642383;-2.48123;0.00172142;-0.000203992;0.0027136;39
367;0.582111;-1.66403;0.00166465;-7.69843e-05;0.00199203;40
367;-1.02383;-1.52878;0.00171021;0.000137815;0.00193674;37
368;0.614425;-2.96556;0.00175635;-0.000304188;0.00351168;41
368;-1.75953;-2.70544;0.0021745;0.000856593;0.00325442;36
368;-0.731262;-2.65261;0.00176277;0.000303974;0.0029725;38
368;0.652803;-2.30191;0.00170975;-0.000174094;0.00250095;39
368;0.588831;-1.46623;0.00165604;-6.18552e-05;0.00189532;40
368;-1.01307;-1.35325;0.00169438;0.000110092;0.00185747;37
369;0.621897;-2.78952;0.00174263;-0.000263066;0.00317825;41
369;-1.74381;-2.51191;0.00210574;0.000717006;0.00293119;36
369;-0.725135;-2.47719;0.00174485;0.000255277;0.00272037;38
369;0.666381;-2.10136;0.00169775;-0.000145247;0.00230474;39
369;0.599264;-1.29297;0.00164937;-5.09972e-05;0.00182699;40
369;-1.01213;-1.17678;0.00168119;8.77451e-05;0.00179369;37
370;-0.697624;-3.42423;0.00183966;0.000561395;0.00469763;89
370;0.631331;-2.60335;0.00172912;-0.000224885;0.00288095;41
370;-1.75798;-2.35954;0.00206869;0.000631704;0.0027181;36
370;-0.713758;-2.31817;0.00172887;0.000214863;0.00252593;38
370;0.662483;-1.92315;0.00168602;-0.000119408;0.00216052;39
370;0.587396;-1.10369;0.00164146;-3.89347e-05;0.00176667;40
370;-1.01927;-1.00315;0.00167015;6.98387e-05;0.00174418;37
371;-0.701136;-3.3095;0.00182689;0.000514823;0.00436342;89
371;2.30799;-2.75251;0.00255439;-0.00122521;0.00348381;48
371;0.650969;-2.45776;0.00172095;-0.000202435;0.00268443;41
371;-1.77043;-2.24134;0.00204162;0.000571273;0.00257248;36
371;-0.721569;-2.17204;0.00171815;0.000187589;0.0023746;38
371;0.666279;-1.74787;0.00167622;-9.91157e-05;0.00204364;39
371;0.598962;-0.922905;0.00163568;-3.09583e-05;0.00172156;40
372;0.584083;-3.57365;0.00180724;-0.000476523;0.00515235;42
372;-0.697925;-3.16607;0.00180933;0.000455472;0.00398622;89
372;2.33068;-2.57722;0.00248657;-0.00107515;0.00316516;48
372;0.660942;-2.28066;0.00170936;-0.000172868;0.00247888;41
372;-1.78526;-2.06715;0.00200166;0.000488519;0.0023853;36
372;-0.725446;-2.00162;0.00170563;0.000157984;0.00222421;38
372;0.676479;-1.57715;0.00166795;-8.29957e-05;0.00194975;39
373;-0.814204;-3.76697;0.00192999;0.000848495;0.00592969;90
373;0.579179;-3.4125;0.0017901;-0.00041598;0.00463093;42
373;-0.703877;-3.00031;0.0017925;0.000399032;0.003606;89
373;2.3605;-2.41545;0.00243259;-0.000953237;0.00291213;48
373;0.658665;-2.12052;0.00169806;-0.000146178;0.00232127;41
373;-1.78104;-1.89145;0.00195603;0.00040828;0.00222484;36
373;-0.725002;-1.83179;0.00169352;0.000131416;0.00209884;38
373;0.679733;-1.40109;0.00165945;-6.76309e-05;0.00186991;39
374;-0.82312;-3.67624;0.00191967;0.000802731;0.0055824;90
374;0.60114;-3.33756;0.00178799;-0.000407579;0.00441557;42
374;-0.714703;-2.90715;0.00178516;0.000373655;0.0034168;89
374;2.39085;-2.28956;0.00239647;-0.000868599;0.00273985;48
374;0.666175;-1.99198;0.00169067;-0.000129394;0.00221315;41
374;-1.8064;-1.76446;0.00193533;0.000364158;0.00212843;36
374;-0.739181;-1.69256;0.00168593;0.000114886;0.00201268;38
374;0.689981;-1.25539;0.00165345;-5.73741e-05;0.00181536;39
375;-0.840532;-3.58922;0.0019134;0.00076838;0.00527321;90
375;0.617051;-3.22938;0.0017812;-0.000383494;0.00412456;42
375;-0.727203;-2.76139;0.00177284;0.000333929;0.00315019;89
375;2.42554;-2.14804;0.00235661;-0.000779623;0.00256828;48
375;0.683817;-1.82431;0.00168236;-0.000111254;0.00209289;41
375;-1.83272;-1.59889;0.00190668;0.000309903;0.0020206;36
375;-0.744427;-1.53919;0.00167691;9.6944e-05;0.00193157;38
375;0.696457;-1.08718;0.00164663;-4.64947e-05;0.0017633;39
376;-0.976032;-3.42554;0.00194358;0.000790761;0.00477299;90
376;0.513361;-3.08965;0.00174819;-0.000278419;0.00376327;42
376;-0.828527;-2.59742;0.0017787;0.000329729;0.00290323;89
376;0.632867;-1.6904;0.00167009;-8.74516e-05;0.00200855;41
376;-0.793213;-1.35019;0.00167043;8.27487e-05;0.00185039;38
376;0.664865;-0.942337;0.00163932;-3.59685e-05;0.00172645;39
377;0.286876;-2.92723;0.00170788;-0.000125911;0.0033842;42
377;-0.993452;-2.34941;0.00178952;0.000318241;0.00259502;89
377;0.522746;-1.55793;0.00165577;-6.01014e-05;0.00193581;41
377;-0.864025;-1.11205;0.00166304;6.696e-05;0.00177106;38
378;-1.81515;-3.43436;0.00248818;0.00156983;0.00507349;91
378;-1.637;-2.76767;0.0021232;0.000827468;0.00334222;90
378;-0.124249;-2.77582;0.00169252;6.50971e-05;0.003098;42
378;1.91308;-2.20859;0.00207891;-0.000595396;0.00256258;48
378;-1.29448;-1.98234;0.00181695;0.000300648;0.00225556;89
378;0.322621;-1.44058;0.00164211;-3.00907e-05;0.00187982;41
379;-1.16593;-3.77413;0.00211515;0.00123099;0.00607031;92
379;-2.40361;-2.94505;0.0027889;0.00153183;0.0039056;91
379;2.30395;-2.69238;0.00252106;-0.00116424;0.00336638;50
379;-0.602851;-2.55454;0.00172992;0.00022672;0.0028098;42
379;-2.09761;-2.29428;0.00223255;0.000745674;0.00268575;90
379;1.49146;-2.33196;0.00192508;-0.000483237;0.00264752;48
379;-1.61935;-1.57325;0.00183768;0.000255821;0.00199141;89
379;0.080386;-1.30877;0.00163387;-4.28673e-06;0.00182784;41
380;-1.68311;-3.43268;0.00237737;0.00143771;0.00502125;92
380;1.90635;-2.83944;0.00228344;-0.00102569;0.0035566;50
380;1.14883;-2.38377;0.00182076;-0.000367071;0.00265985;48
380;-0.940752;-2.30731;0.00177223;0.000287379;0.00253943;42
380;-0.0742566;-1.18482;0.00163092;7.71261e-06;0.00178704;41
381;-2.09224;-3.01763;0.00253863;0.00136195;0.00399052;92
381;1.53073;-2.89456;0.00207229;-0.000816876;0.00357355;50
381;0.857456;-2.34258;0.00174699;-0.000248852;0.00256997;48
381;-1.21147;-2.00675;0.0017991;0.000284703;0.00226884;42
381;-0.203814;-1.00116;0.00162791;1.3594e-05;0.00173719;41
382;1.2557;-2.88881;0.00194075;-0.000641145;0.00349383;50
382;-2.36024;-2.65866;0.00258665;0.0011914;0.00329976;92
382;0.644677;-2.26001;0.0017057;-0.000164507;0.00245553;48
382;-1.37751;-1.73346;0.00180129;0.000249131;0.00207425;42
383;0.811755;-2.87952;0.00179193;-0.000384728;0.00337797;50
383;2.77375;-2.88687;0.00310949;-0.00174298;0.00389992;94
383;0.310971;-2.18334;0.00167033;-6.60396e-05;0.0023566;48
383;2.07734;-1.80193;0.00203683;-0.00044711;0.00218856;93
383;-1.59539;-1.35562;0.0017956;0.000194166;0.00188119;42
384;2.26836;-3.15265;0.00272917;-0.00163171;0.00440901;94
384;0.349847;-2.84114;0.00170849;-0.00014514;0.00323009;50
384;-0.0237402;-2.06887;0.00165828;1.10033e-05;0.00225093;48
384;1.76987;-1.96578;0.00195234;-0.000424036;0.0022945;93
385;1.72432;-3.31654;0.00232606;-0.00131238;0.0046863;94
385;-0.101071;-2.69602;0.00168735;5.08183e-05;0.00296848;50
385;1.44003;-2.07665;0.00185974;-0.000361352;0.00236029;93
385;-0.338067;-1.88705;0.00166197;6.38444e-05;0.0021199;48
386;1.15708;-3.40327;0.00199705;-0.000881705;0.00475668;94
386;-0.522753;-2.50857;0.00171434;0.00018749;0.00273764;50
386;1.09851;-2.12787;0.00177523;-0.00027076;0.0023708;93
386;-0.627561;-1.65745;0.00167254;9.23999e-05;0.00198866;48
386;1.06345;-0.874622;0.00166214;-5.77904e-05;0.00171703;44
387;1.07537;-3.32242;0.00194389;-0.000762755;0.00449288;94
387;-0.598833;-2.36719;0.00171482;0.000187524;0.00256992;50
387;1.05283;-2.03319;0.00175485;-0.000233392;0.00227929;93
387;-0.663408;-1.49393;0.00166688;8.09821e-05;0.00190795;48
388;1.08675;-3.1779;0.0019234;-0.000688208;0.00410634;94
388;-0.575978;-2.21964;0.00170131;0.000155179;0.00240886;50
388;1.06747;-1.88975;0.00174286;-0.000204285;0.00216463;93
388;-0.65712;-1.33902;0.00165855;6.63258e-05;0.00184331;48
389;1.09769;-3.04283;0.00190482;-0.000623439;0.00378454;94
389;-0.579964;-2.06462;0.00169168;0.000133034;0.00226645;50
389;1.08074;-1.74241;0.00173075;-0.000176834;0.00206342;93
389;-0.651736;-1.20058;0.00165176;5.50894e-05;0.00179497;48
390;1.10567;-2.85566;0.00187732;-0.000536856;0.0033939;94
390;-0.580332;-1.90666;0.00168213;0.000112383;0.00214323;50
390;1.08115;-1.55291;0.00171349;-0.000142756;0.00195415;93
390;-0.653971;-1.02194;0.00164429;4.34636e-05;0.00174408;48
391;1.09985;-2.71223;0.00185331;-0.000470743;0.00313278;94
391;-0.587794;-1.7478;0.00167387;9.55236e-05;0.00203909;50
391;1.07765;-1.41032;0.00170102;-0.000120042;0.00188611;93
392;-0.251007;-3.67362;0.00176166;0.000261498;0.00546227;95
392;1.11507;-2.55354;0.00183488;-0.000414748;0.00288492;94
392;-0.585379;-1.56455;0.00166413;7.70266e-05;0.00193928;50
392;1.10576;-1.23459;0.00169079;-9.96213e-05;0.00181785;93
393;0.763847;-3.62639;0.00186765;-0.000661845;0.00538027;96
393;-0.231432;-3.50504;0.0017466;0.000213539;0.00487344;95
393;1.14318;-2.40712;0.00182241;-0.000373019;0.00268857;94
393;-0.557858;-1.4281;0.00165573;6.21899e-05;0.00187694;50
393;1.11364;-1.08074;0.00168033;-8.20504e-05;0.00176896;93
394;0.776279;-3.5018;0.00185584;-0.000612458;0.00495715;96
394;-0.226236;-3.42573;0.00174036;0.000196378;0.0046225;95
394;1.15637;-2.27161;0.00180751;-0.000332321;0.00252775;94
394;-0.549423;-1.28165;0.00164895;5.10189e-05;0.0018208;50
394;1.14055;-0.924504;0.00167222;-6.79929e-05;0.00172945;93
395;0.797592;-3.34661;0.00184309;-0.000558395;0.00448663;96
395;-0.214171;-3.24045;0.00172651;0.00016023;0.00409602;95
395;1.17179;-2.08616;0.00178731;-0.000281178;0.0023392;94
395;-0.547667;-1.09348;0.00164155;3.97464e-05;0.00176212;50
396;0.666673;-3.19626;0.00178957;-0.000405885;0.00405006;96
396;-0.335043;-3.06962;0.00172873;0.000205943;0.00369569;95
396;-0.858928;-2.22587;0.00174665;0.000239609;0.00244176;97
396;1.08635;-1.94104;0.00175181;-0.000220415;0.00220575;94
396;-0.593943;-0.903369;0.00163684;3.31337e-05;0.00171613;50
397;0.649983;-3.09407;0.0017756;-0.000362019;0.00379924;96
397;-0.351178;-2.94397;0.00172205;0.000191994;0.00343139;95
397;-0.878386;-2.08499;0.00173679;0.000212877;0.00230742;97
397;1.09373;-1.80524;0.00173921;-0.000192274;0.00210596;94
398;0.641202;-2.90557;0.00175628;-0.000302354;0.00339624;96
398;-0.357127;-2.74305;0.00170937;0.000161559;0.00306648;95
398;-0.874697;-1.88736;0.00171849;0.000172004;0.00214674;97
398;1.08867;-1.63688;0.00172217;-0.000158583;0.00200013;94
399;0.664299;-2.7902;0.00175053;-0.000283426;0.00318646;96
399;-0.365091;-2.6374;0.00170354;0.00014905;0.00290178;95
399;-0.882008;-1.74179;0.00170756;0.000147996;0.00204902;97
399;1.10508;-1.4976;0.00171222;-0.000137561;0.00192751;94
400;0.649322;-2.62894;0.00173415;-0.000237847;0.00292151;96
400;-0.389143;-2.46601;0.00169558;0.000134008;0.00266944;95
400;-0.894297;-1.58078;0.00169675;0.000125144;0.00195788;97
400;1.10413;-1.3245;0.00169761;-0.000111408;0.00185138;94
401;0.616507;-2.48128;0.00171756;-0.000194658;0.00271049;96
401;-0.399346;-2.31033;0.00168754;0.000117528;0.00248919;95
401;-0.915259;-1.4104;0.00168691;0.000104906;0.00187821;97
401;1.09983;-1.19243;0.00168692;-9.3688e-05;0.00180323;94
402;0.59525;-2.32393;0.00170364;-0.000160082;0.00251937;96
402;-0.437348;-2.12804;0.00168092;0.000106549;0.00231285;95
402;-0.916873;-1.20705;0.00167348;8.13279e-05;0.00180151;97
402;1.1071;-1.01584;0.00167514;-7.448e-05;0.00175103;94
403;0.552754;-2.18067;0.00168969;-0.0001271;0.00236869;96
403;-0.474778;-1.98078;0.00167632;9.89774e-05;0.00219291;95
403;-0.930645;-1.0489;0.00166505;6.69066e-05;0.00175453;97
403;1.09097;-0.879842;0.0016648;-6.01688e-05;0.00171865;94
404;0.497498;-2.04976;0.00167713;-9.823e-05;0.00224917;96
404;-0.53419;-1.81256;0.00167259;9.29267e-05;0.00207729;95
404;-0.973372;-0.865217;0.00165791;5.41675e-05;0.00171216;97
405;0.341533;-1.93127;0.00166102;-5.6299e-05;0.00215141;96
405;-0.661287;-1.61304;0.00167318;9.28615e-05;0.00196606;95
406;0.0651891;-1.8205;0.00164931;-5.48868e-06;0.00207254;96
406;-0.874443;-1.35448;0.00167866;9.29139e-05;0.00185407;95
407;-0.322898;-1.69048;0.00165311;4.9016e-05;0.00199872;96
407;-1.12722;-1.01831;0.001682;8.05132e-05;0.00175021;95
408;-0.694894;-1.45391;0.00166744;8.11686e-05;0.0018909;96
408;0.611474;-0.914138;0.00163591;-3.1312e-05;0.00171974;94
409;-1.0198;-1.14544;0.0016798;8.49276e-05;0.00178399;96
409;0.390608;-0.966828;0.00162995;-2.01916e-05;0.00173026;94
410;0.191628;-0.965024;0.00162616;-8.8094e-06;0.00172916;94
410;-1.22283;-0.834289;0.00167804;6.82228e-05;0.001711;96
411;1.40839;-0.993812;0.00170913;-9.9184e-05;0.00175326;93
412;1.17733;-1.19622;0.0016966;-0.000102754;0.0018067;93
413;1.98211;-2.09788;0.00207998;-0.000562391;0.00244924;44
413;0.88304;-1.37614;0.00167586;-8.98475e-05;0.00186513;93
414;2.44645;-2.78489;0.00269592;-0.00135879;0.00358515;39
414;1.31442;-2.45302;0.00188349;-0.000461632;0.00277674;44
414;0.486032;-1.48329;0.00165061;-5.05871e-05;0.00190059;93
415;2.4061;-2.94623;0.00274942;-0.00150735;0.00392981;41
415;0.690034;-2.6292;0.00174132;-0.000254891;0.00292791;44
415;0.128375;-1.50396;0.0016398;-1.07104e-05;0.00190521;93
416;0.745052;-3.42063;0.00183579;-0.00054979;0.00469313;39
416;1.46305;-3.34181;0.00215351;-0.00110112;0.00467143;41
416;-0.0534543;-2.62031;0.00168209;2.97388e-05;0.00285496;44
416;1.52211;-1.70067;0.00182114;-0.000262599;0.00206729;48
416;-0.267198;-1.38784;0.00164032;2.86715e-05;0.00185732;93
417;0.60669;-3.49277;0.00180481;-0.000466086;0.00488758;41
417;-0.0897573;-3.38906;0.00172646;8.99825e-05;0.00450358;39
417;-0.668058;-2.45572;0.00173271;0.000229318;0.00268551;44
417;1.08583;-1.92349;0.00174985;-0.000216249;0.00219191;48
417;-0.569057;-1.20736;0.00164706;4.81108e-05;0.00179618;93
417;1.14528;-1.02129;0.00167944;-7.83904e-05;0.00175332;50
418;-0.0354641;-3.42856;0.00172663;5.13488e-05;0.00462191;41
418;-0.711404;-3.23644;0.00182122;0.000492202;0.00416818;39
418;-1.10964;-2.21227;0.00180114;0.000315828;0.00245524;44
418;0.713538;-2.02625;0.00169862;-0.000145402;0.00224415;48
418;0.95464;-1.15353;0.00166926;-7.44823e-05;0.00178716;50
418;-0.769973;-1.01122;0.00165086;5.11857e-05;0.00174254;93
419;-0.409924;-3.27419;0.00175552;0.000296974;0.00421084;41
419;-1.07175;-2.99538;0.00190831;0.000618482;0.00367361;39
419;-1.30915;-1.90822;0.00180982;0.0002822;0.00219584;44
419;0.513811;-1.94447;0.00167308;-9.10656e-05;0.00216799;48
419;0.860427;-1.10277;0.00165844;-6.12306e-05;0.00177014;50
420;-0.623809;-3.09885;0.00178343;0.000384458;0.00381031;41
420;-1.26307;-2.77676;0.00194437;0.000616618;0.00327866;39
420;0.402882;-1.83333;0.00166024;-6.10599e-05;0.00208674;48
420;-1.43724;-1.68089;0.00180812;0.000247909;0.00204433;44
420;0.807401;-1.01575;0.00165042;-5.02985e-05;0.00174573;50
421;-0.423108;-3.00448;0.00173644;0.000242115;0.00356629;41
421;-1.08496;-2.69617;0.00186394;0.00048434;0.00310266;39
421;-1.31664;-1.6303;0.00177315;0.000209996;0.00200616;44
421;0.535252;-1.65191;0.00166069;-6.88943e-05;0.00198394;48
422;0.00833517;-2.89159;0.00169441;1.0735e-05;0.00329402;41
422;-0.688884;-2.68039;0.00175667;0.000293044;0.00300985;39
422;-1.075;-1.6364;0.00172802;0.000165383;0.00199643;44
422;0.770016;-1.40742;0.00166705;-7.90699e-05;0.00187482;48
423;-0.124116;-3.90709;0.00176466;0.000171258;0.00640086;38
423;0.340172;-2.73045;0.00170086;-0.000126435;0.00303953;41
423;-0.372173;-2.58673;0.00170115;0.00014453;0.00282896;39
423;-0.884093;-1.59547;0.00169654;0.000125637;0.00196516;44
423;0.924147;-1.16606;0.00166722;-7.27376e-05;0.00179044;48
424;0.124345;-2.59881;0.00168131;-3.26891e-05;0.00282577;41
424;-0.574102;-2.43609;0.00171634;0.00019218;0.00265013;39
424;-1.01894;-1.38864;0.00169791;0.000115797;0.00187223;44
424;0.828951;-1.08646;0.00165526;-5.72353e-05;0.00176497;48
425;-0.746151;-3.50472;0.00186586;0.000639223;0.00496348;38
425;-2.06995;-3.31512;0.00266672;0.00168041;0.0047892;37
425;-0.0796439;-2.45246;0.00167502;3.32151e-05;0.00263564;41
425;-0.767723;-2.21001;0.00172873;0.000208512;0.00241635;39
425;-1.10617;-1.13634;0.00168869;9.24752e-05;0.00178315;44
425;0.739932;-0.995072;0.00164535;-4.40014e-05;0.0017397;48
426;-0.633157;-3.38523;0.00181618;0.00049445;0.00456598;38
426;-1.96358;-3.23666;0.00253007;0.00148917;0.00452396;37
426;0.000837508;-2.30188;0.00166725;7.57842e-06;0.00246639;41
426;-0.703853;-2.0763;0.00170817;0.000165409;0.00228529;39
426;-1.07248;-1.00625;0.00167547;7.4538e-05;0.00174597;44
427;-0.402468;-3.34793;0.00176024;0.000310387;0.00441436;38
427;-1.77951;-3.27436;0.00239259;0.00136388;0.00457178;37
427;0.16905;-2.16413;0.00166359;-3.15137e-05;0.00233457;41
427;-0.548906;-1.99422;0.00168406;0.000116556;0.00220717;39
427;-1.00514;-0.926764;0.00166409;6.15852e-05;0.00172577;44
428;-0.340772;-3.20389;0.00173918;0.000235431;0.00401701;38
428;0.209813;-2.00029;0.00165833;-3.446e-05;0.00219898;41
428;-0.521777;-1.82903;0.00167238;9.23665e-05;0.00208747;39
429;-0.350464;-3.00564;0.00172624;0.000202733;0.00355823;38
429;0.193687;-1.80548;0.00165071;-2.5343e-05;0.00206442;41
429;-0.521486;-1.65065;0.00166345;7.54527e-05;0.00198167;39
430;-0.170836;-2.88794;0.00170136;9.51554e-05;0.00330149;38
430;0.301458;-1.63149;0.00164785;-3.48957e-05;0.00196779;41
430;-0.425731;-1.49824;0.00165077;5.13246e-05;0.00190496;39
431;0.0444175;-3.72305;0.00174503;-1.26283e-05;0.00563937;36
431;0.0555685;-2.75259;0.00168732;-1.00649e-05;0.00305346;38
431;0.443889;-1.44848;0.00164717;-4.37249e-05;0.00188482;41
431;-0.30857;-1.37437;0.00164123;3.22805e-05;0.0018524;39
432;-1.26598;-3.72992;0.00216803;0.00130142;0.00592991;35
432;0.0849146;-3.55182;0.00173422;-4.54713e-05;0.00502053;36
432;0.073385;-2.57346;0.00167913;-1.45578e-05;0.00279001;38
432;0.434815;-1.25896;0.00164017;-3.37546e-05;0.00181304;41
432;-0.305852;-1.20509;0.00163582;2.58629e-05;0.00179361;39
433;-1.29917;-3.59602;0.00215382;0.0012156;0.00544029;35
433;0.067275;-3.39247;0.0017236;-2.69282e-05;0.00451293;36
433;2.26884;-2.69218;0.00249223;-0.00114052;0.00335758;90
433;0.0655895;-2.41048;0.00167186;-1.02228e-05;0.0025858;38
433;-1.20546;-1.07576;0.00169563;9.46419e-05;0.00176767;40
433;0.424044;-1.07618;0.00163404;-2.57977e-05;0.00175777;41
433;-0.327984;-1.02026;0.00163107;2.16019e-05;0.00174199;39
434;-1.29059;-3.42822;0.00210488;0.00106639;0.00487554;35
434;0.0658033;-3.21052;0.00171245;-2.226e-05;0.00400833;36
434;-1.32884;-2.40374;0.00189793;0.000468419;0.00271;37
434;1.33741;-2.33481;0.00187093;-0.000422494;0.00262752;89
434;0.0583447;-2.24154;0.00166481;-6.89072e-06;0.00240584;38
434;-1.21776;-0.892812;0.00168204;7.4002e-05;0.00172264;40
434;0.423428;-0.925356;0.00162969;-2.08628e-05;0.00172105;41
435;-1.29564;-3.31053;0.00207845;0.000979385;0.00452402;35
435;0.0722803;-3.10941;0.00170664;-2.42539e-05;0.00375967;36
435;-1.3446;-2.2644;0.00187799;0.000416474;0.00254161;37
435;1.34348;-2.20272;0.0018509;-0.000374451;0.00247668;89
435;0.062806;-2.10681;0.00165957;-6.95565e-06;0.00228286;38
436;0.0288248;-2.95121;0.0016974;1.21841e-06;0.0034117;36
436;2.22946;-2.2458;0.00226926;-0.000758149;0.00265631;90
436;-1.3792;-2.09315;0.00185902;0.000363243;0.00236509;37
436;1.31962;-2.0421;0.00181914;-0.00031222;0.00231447;89
436;0.0303195;-1.93165;0.00165304;-4.00682e-08;0.00214649;38
437;0.00149358;-3.76733;0.00174827;2.9768e-05;0.00581265;34
437;-1.41971;-2.9584;0.00205784;0.000820608;0.00367651;35
437;-0.0313024;-2.80547;0.00169069;2.64594e-05;0.00314176;36
437;2.17963;-2.13402;0.00219687;-0.000662804;0.00251587;90
437;-1.41721;-1.90029;0.00183768;0.000308483;0.00219882;37
437;1.28203;-1.91457;0.00179164;-0.000263988;0.00220208;89
437;-0.00384433;-1.78916;0.00164822;5.13538e-06;0.00205298;38
438;-0.345158;-3.58698;0.00176972;0.000326042;0.00516158;34
438;-1.68956;-2.67854;0.00212604;0.000797081;0.003192;35
438;-0.27143;-2.61466;0.00169339;0.000110042;0.00285954;36
438;1.97369;-2.14087;0.0020888;-0.000582538;0.00249447;90
438;1.1119;-1.83712;0.00174586;-0.000203158;0.00212961;89
438;-1.59114;-1.62102;0.00183843;0.000263937;0.00201757;37
438;-0.153273;-1.60166;0.00164414;2.25746e-05;0.00195057;38
439;-0.881771;-3.38573;0.0018984;0.000690244;0.00462678;34
439;-2.41131;-3.31759;0.00303538;0.00202723;0.00491697;33
439;2.36915;-2.52172;0.00249013;-0.00104916;0.00308026;91
439;-0.658231;-2.40977;0.00172726;0.000215877;0.00262697;36
439;-2.08161;-2.27115;0.00221441;0.000722852;0.00265386;35
439;1.62142;-2.26093;0.00196103;-0.000503174;0.00258105;90
439;0.833009;-1.83401;0.00170066;-0.000142138;0.00210803;89
439;-0.382767;-1.40455;0.00164517;4.12429e-05;0.00186484;38
440;-1.43903;-3.09221;0.00210299;0.000928329;0.00398862;34
440;2.89966;-3.17652;0.0035086;-0.00229115;0.00469889;98
440;1.95971;-2.74903;0.00228635;-0.000986881;0.00339088;91
440;1.26367;-2.35899;0.00185119;-0.000402901;0.00264621;90
440;-1.04866;-2.13354;0.00177653;0.000273527;0.00236902;36
440;0.534126;-1.81405;0.00166822;-8.25416e-05;0.00207915;89
440;-0.60076;-1.18477;0.00164794;4.94622e-05;0.00178939;38
441;2.30906;-3.46914;0.00295986;-0.00209477;0.00539976;98
441;1.46897;-2.8625;0.00203251;-0.000756681;0.00349269;91
